violation_code,violation_description,violation_key
5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO VOMIT AND DIARRHEA SPILL KIT WITH SPRAY EFFECTIVE AGAINST NOROVIRUS ON PREMISES. INSTRUCTED TO PROVIDE AND MAINTAIN ON PREMISES AT ALL TIMES. PRIORITY FOUNDATION VIOLAT,2784
51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NOTED HOSE THAT DISPENSES SANITIZER AT 3-COMP WAREWASHING SINK DISCONNECTED. INSTECUTED TO RECONNECT AND REPAIR TO ENSURE SANITIZER PROPER DISPENSES. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTE,2785
53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 6-501.19: OBSERVED NO SELF CLOSING DEVICE ON WASHROOM DOOR. INSTRUCTED TO INSTALL SELF CLOSING DEVICE ON WASHROOM DOOR AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIG",2786
55,"""PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.11  OBSERVED A 1/2"""" GAP BETWEEN THE FLOOR AND WALL IN THE BREAK ROOM. MANAGEMENT INSTRUCTED TO SEAL THE GAPS BETWEEN THE FLOOR AND WALL TO PREVENT PEST HARBORAGE CONDITIONS.""",2787
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FOOD DEBRIS UNDERNEATH GRILL EQUIPMENT, COOLING UNITS AND UNDER REGISTERS THROUGHOUT PREP AREA. INSTRUCTED TO REMOVE FOOD, GREASE AND TRASH, MUST MAINTAIN.",2788
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED PEELING PAINT AND STAINS IN CEILING ABOVE LIQUOR 2 DOOR REFRIGERATOR IN BASEMENT. MUST REPAIR AND MAKE SMOOTH, EASILY CLEANABLE AND NON-POROUS. MUST MAINTAIN SAME. | 55. PHYSICAL",2789
DAL_051542,Violation Description - 1,2790
DAL_062103,Violation Description - 1,2791
DAL_065042,Violation Description - 1,2792
DAL_069532,Violation Description - 1,2793
DAL_082661,Violation Description - 1,2794
DAL_082860,Violation Description - 1,2795
DAL_084779,Violation Description - 1,2796
DAL_086996,Violation Description - 1,2797
DAL_089966,Violation Description - 1,2798
DAL_091045,Violation Description - 1,2799
DAL_092803,Violation Description - 1,2800
DAL_101768,Violation Description - 1,2801
DAL_103605,Violation Description - 1,2802
DAL_105044,Violation Description - 1,2803
DAL_120524,Violation Description - 1,2804
DAL_127664,Violation Description - 1,2805
DAL_130477,Violation Description - 1,2806
DAL_136341,Violation Description - 1,2807
DAL_145530,Violation Description - 1,2808
DAL_153276,Violation Description - 1,2809
DAL_171208,Violation Description - 1,2810
DAL_173784,Violation Description - 1,2811
DAL_180448,Violation Description - 1,2812
DAL_185446,Violation Description - 1,2813
DAL_187258,Violation Description - 1,2814
DAL_192049,Violation Description - 1,2815
DAL_194023,Violation Description - 1,2816
DAL_200981,Violation Description - 1,2817
DAL_206264,Violation Description - 1,2818
DAL_206477,Violation Description - 1,2819
DAL_208723,Violation Description - 1,2820
DAL_222381,Violation Description - 1,2821
DAL_225464,Violation Description - 1,2822
DAL_230257,Violation Description - 1,2823
DAL_236354,Violation Description - 1,2824
DAL_250461,Violation Description - 1,2825
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PERSON IN CHARGE DURING THE INSPECTION DID NOT HAVE A CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE. PRIORITY FOUNDATION VIOLATION. | 2. CITY OF CHICAGO FOOD SERVI",2826
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments:  ALL HANDWASHING SINKS IN NEED OF PROPER HANDWASH SIGNS. INSTRUCTED TO INSTALL AND MAINTAIN. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments:",2827
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments:  low water Pressure at both kitchens hand was sink, instructed to provide under city pressure.  | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: Missing refrigerator thermomete",2828
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED HOT WATER IN RESTROOM HANDSINK MEASURED AT 67F. HOT WATER MUST MEASURE AT LEAST 100F AT ALL HAND WASHING SINKS.  PRIORITY VIOLATION 7-38-030 (C). CITATION ISSUED. | 51.,2829
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED MISSING HANDWASHING SIGANAGE FOR HANDWASHING SINK THE GRILL DISHWASHING AREA. INSTRUCTED TO PROVIDE.,2830
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND SOAP AVAILABLE AT THE EXPOSED HAND WASHING SINK LOCATED IN REAR KITCHEN FOOD PREPARATION AREA. MUST HAVE HAND WASHING SOAP AT ALL HAND WASHING SINKS AT ALL TIMES,2831
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO PAPER TOWELS AT HANDWASHING SINK IN BASEMENT PREP/DISHWASHING AREA. CORRECTED ON SITE PAPER TOWELS PROVIDED AT HANDWASHING SINK IN BASEMENT PREP/DISHWASHING AREA. PRI,2832
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO CERTIFIED FOOD MANAGER ON PREMISES WHILE TCS FOODS (MILK, CHEESE, ETC.) ARE PREPARED. INSTRUCTED MUST HAVE ORIGINAL CITY OF CHICAGO CERTIFIED FOOD MANAGER CERTIFICATE O",2833
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: THE PERSON IN CHARGE DOES NOT HAVE A CITY CERTIFICATION OR DOCUMENTATION OF PENDING CITY CERTIFICATE AT THE TIME OF INSPECTION WHILE TCS FOODS SUCH AS RAW BEEF COOKED AND SERVED ON-SITE.,2834
22,"PROPER COLD HOLDING TEMPERATURES - Comments: MEASURED IMPROPER COLD HOLDING TEMPERATURE OF TCS FOODS IN FRONT STATION COOLER NEAR DISPLAY SERVICE WINDOW. COOKED CHICKEN MEASURED AT 61.3F, COOKED BEEF MEASURED AT 48.8F, COOKED SALMON MEASRUED AT 59.6F",2835
22,"PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED TCS FOODS HELD AT IMPROPER INTERNAL TEMPERATURES IN THE FRONT PREP COLD HOLDING UNIT, SUCH AS 3 LBS OF CHICKEN AT 48.1F AND 1 LB OF MEATBALLS AT 47.5F. THE MANAGER DISCARDED AND DENATURED A TOTAL",2836
3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: FOUND NO EMPLOYEE HEALTH POLICY/TRAINING ON SITE. INSTRUCTED TO PROVIDE A SIGNED EMPLOYEE HEALTH POLICY FOR EACH EMPLOYEE.",2837
3,"""MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NOT ALL EMPLOYEES SIGNED """"EMPLOYEE HEALTH POLICY"""". INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION VIOLATION 7-38-010.  NO CITATION WAS ISSUED. | 8. H""",2838
33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: PREVIOUSLY TAGGED HELD FOR INSPECTION COOLER STILL NOT OPERATIONAL AND WILL REMAIN TAGGED.,2839
33,"PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: REACH IN COOLER ON SITE IN POOR REPAIR. COOLER IS IN MAIN PREP AREA. INSTRUCTED TO REPAIR OR REPLACE REACH IN COOLER.  | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT -",2840
35,APPROVED THAWING METHODS USED - Comments: 3-501.13 OBSERVED 3-4 VACCUM PACKAGED CHICKEN STORED IN THE WASH COMPARTMENT OF THE THREE COMPARTMENT SINK AND INSIDE OF THE ONE COMPARTMENT SINK IN THE DISHWASHING AREA AND BOTH COMPARTMENTS DID NOT HAVE RUN,2841
36,THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO AMBIENT AIR THERMOMETERS INSIDE THE FRONT MINI REACH IN COOLER. INSTRUCTED TO PROVIDE CONSPICUOUS AND EASILY READABLE THERMOMETERS INSIDE ALL REFRIGERATOR UNITS TO PROPERLY MONITOR THE AMBIENT,2842
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: Bulk food containers ( flour, sugar...) not labeled, instructed to label and maintain. | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: Keeping utensils in-use in standing water at room temp. in",2843
70,38,2844
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: FOUND NO SPLASH GUARDS AT HANDSINK AT MEAT CUTTING AREAS.MUST PROVIDE. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: FOUND PREVIOUS CORE VIOLATIONS NOT CORRECTED FRO",2845
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED BOXED FOOD ITEMS BEING STORED ON FLOOR NEAR UTILITY CLOSET IN THE REAR. INSTRUCTED THE PERSON IN CHARGE TO ELEVATE ALL FOOD ITEMS SIX INCHES FROM FLOOR ON RAISED",2846
40,PERSONAL CLEANLINESS - Comments:  OBSERVED EMPLOYEES WITH BEARD AND WITHOUT A BEARD RESTRAINT IN PREP AND SERVING AREA. INSTRUCTED TO PROVIDE BEARD RESTRAINTS FOR ALL FOOD HANDLERS WITH BEARDS. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORE,2847
41,WIPING CLOTHS: PROPERLY USED & STORED - Comments: MUST STORE WIPING CLOTHS IN PREP AREAS IN SANITIZER BUCKET BETWEEN USES TO PREVENT CROSS CONTAMINATION. INSTRUCTED TO MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: BROKEN/UNS,2848
41,"WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED WIPING CLOTHES ON THE COUNTER TOPS AND PREP STATIONS. MUST PROPERLY STORE WIPING CLOTHES WHEN NOT IN USE IN SANITIZING SOLUTION. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comm",2849
43,IN-USE UTENSILS: PROPERLY STORED - Comments: NOTED SERVING PLATES AND SILVERWARE ON SHELVES AND TABLE AT THE KITCHEN PREP AREA AND FRONT DINING AREA NOT PROPERLY STORED. INSTRUCTED TO INVERT AND COVER ALL SERVING PLATES AND SILVERWARE AT THE DINING T,2850
45,"SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE ARTICLES(DISPOSABLE PLATES, CUPS, LIDS) STORED IN LOCKER ROOM. INSTRUCTED MANAGER TO REMOVE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments:",2851
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-201.11	BROKEN RUBBER GASKET INSIDE THE TWO-DOOR REACH-IN COOLER AT THE REAR PREP AREA. REPAIR/REPLACE | 58. ALLERGEN TRAINING AS REQUIRED - Comments: 2-10",2852
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.11--OBSERVED A TORN DOOR GASKETS INSIDE OF THE 3 DOOR FREEZER LOCATED IN THE REAR STORAGE AREA.INSTRUCTED TO REPLACE THE TORN DOOR GASKETS.",2853
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE EXTERIOR OF THE GREASE TRAP DIRTY UNDERNEATH THE 3 COMP SINK. MUST CLEAN AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: M",2854
48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: NOTED HIGH-TEMPERATURE DISH WASHING MACHINE IN POOR REPAIRS WITH NO WATER ENTERING THE MACHINE WHEN TURNED ON FOR WASHING. INSTRUCTED NOT TO USE UNTIL EQUIPMENT IS PROPERLY",2855
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: ATTACHED DRIP TRAY AT WATER HEATER IN NEED OF DETAIL CLEANING TO REMOVE ALL BUILD UP. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOOR",2856
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: EXCESSIVE ICE ACCUMULATION AT INTERIOR OF WALK IN FREEZER ON FAN COVERS AND ATTACHED CONDENSOR. INSTD TO REMOVE EXCESSIVE ICE AND MAINTAIN | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments:,2857
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: FOUND BLACK MOLD-LIKE BUILDUP ON THE DISH RACKS THAT GO INTO THE LOW TEMPERATURE DISH MACHINE. MUST CLEAN RACKS OR REPLACE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND BRO",2858
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED FOOD DEBRIS AND PEELING PAINT ON THE SHELVING INSIDE THE 2 DOOR COOLER. MUST DETAIL CLEAN, REMOVE PEELING PAINT AND MAINTAIN. NOTED ICE BUILD UP INSIDE THE REAR DEEP FREEZER. MUST DEFROST AND",2859
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: THE INTERIOR BOTTOM AND EXTERIOR SURFACES OF THE FRYERS NEED CLEANING; CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS IN NEED OF CLEANING UNDER",2860
51,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-204.12: MISSING BACKFLOW PREVENTION DEVICE ON ICE MACHINE. INSTD TO INSTALL AND MAINTAIN SAME  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  6-201.11: RAW WOOD SURFACE N",2861
51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED 2-COMPARTMENT BEING UTILIZED AS BOTH HAND WASHING SINK AND PREP SINK WITH SEPARATION BETWEEN. INSTRUCTED MANAGER TO PLUMB SINKS SEPARATELY AND PROVIDE 2 SINGLE BASIN SINKS,2862
51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED AUTOMATIC SENSOR ON HANDWASHING SINK NEXT TO UNUSED HIUGH TEMPERATURE DISH MACHINE NOT WORKING. INSTRUCTED TO REPAIR OR REPLACE AND MAINTAIN IN GOOD CONDITION.,2863
53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 NO COVERED WASTE RECEPTACLE WAS PROVIDED IN THE UNISEX STAFF WASHROOM ON THE 2ND FLOOR OF THE MAIN BUILDING. MANAGEMENT INSTRUCTED TO PROVIDE COVERED WASTE RECEPTACLES",2864
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND SOME HOLES ON FLOOR BEHIND REACH IN COOLER.MUST BE SEALED TO PREVENT PEST HARBORAGE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND CLUTTER AT BASEMENT STO",2865
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED 2 NONFUNCTIONAL COOLERS IN REAR PREP AREA. INSTRUCTED TO EITHER REPAIR AND MAINTAIN IN GOOD CONDITION OR REMOVE FROM PREMISES.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED A",2866
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED WALL COVING LOOSE UNDERNEATH THE SHELFS IN REAR STUDENTS BLUE ROOM.INSTRUCTED TO REPAIR AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: INST",2867
58,ALLERGEN TRAINING AS REQUIRED - Comments: 2-102.13  OBSERVED THE CERTIFIED FOOD MANAGER WITHOUT AN ALLERGEN TRAINING CERTIFICATE. MANAGEMENT INSTRUCTED THAT ALL CERTIFIED FOOD MANAGERS MUST SHOW VALID PROOF OF TRAINING.,2868
58,ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED ALLERGEN TRAINING CERTIFICATES WERE EXPIRED. INSTRUCTED TO PROVIDE CURRENT ALLERGEN TRAINING CERTIFICATES FOR CERTIFIED FOOD MANAGERS.,2869
DAL_057066,Violation Description - 1,2870
DAL_062735,Violation Description - 1,2871
DAL_074343,Violation Description - 1,2872
DAL_079665,Violation Description - 1,2873
DAL_083066,Violation Description - 1,2874
DAL_084066,Violation Description - 1,2875
DAL_086681,Violation Description - 1,2876
DAL_095211,Violation Description - 1,2877
DAL_101841,Violation Description - 1,2878
DAL_109437,Violation Description - 1,2879
DAL_111364,Violation Description - 1,2880
DAL_114417,Violation Description - 1,2881
DAL_118658,Violation Description - 1,2882
DAL_123345,Violation Description - 1,2883
DAL_128696,Violation Description - 1,2884
DAL_131668,Violation Description - 1,2885
DAL_133380,Violation Description - 1,2886
DAL_136459,Violation Description - 1,2887
DAL_139082,Violation Description - 1,2888
DAL_143907,Violation Description - 1,2889
DAL_145459,Violation Description - 1,2890
DAL_148079,Violation Description - 1,2891
DAL_151555,Violation Description - 1,2892
DAL_156978,Violation Description - 1,2893
DAL_160620,Violation Description - 1,2894
DAL_167046,Violation Description - 1,2895
DAL_167447,Violation Description - 1,2896
DAL_172716,Violation Description - 1,2897
DAL_173683,Violation Description - 1,2898
DAL_183665,Violation Description - 1,2899
DAL_192886,Violation Description - 1,2900
DAL_194332,Violation Description - 1,2901
DAL_198841,Violation Description - 1,2902
DAL_207414,Violation Description - 1,2903
DAL_211596,Violation Description - 1,2904
DAL_213104,Violation Description - 1,2905
DAL_216915,Violation Description - 1,2906
DAL_220081,Violation Description - 1,2907
DAL_220562,Violation Description - 1,2908
DAL_222915,Violation Description - 1,2909
DAL_224942,Violation Description - 1,2910
DAL_227098,Violation Description - 1,2911
DAL_231049,Violation Description - 1,2912
DAL_232075,Violation Description - 1,2913
DAL_239995,Violation Description - 1,2914
DAL_250219,Violation Description - 1,2915
DAL_251930,Violation Description - 1,2916
DAL_252409,Violation Description - 1,2917
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 5-202.12 (A): OBSERVED IMPROPER MINIMUM WATER TEMPERATURES RANGING BETWEEN 75.6-82.8F AT HANDWASHING SINKS IN FACILITY. OBSERVED IMPROPER MINIMUM WATER TEMPERATURE AT HANDWASHING,2918
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: INSTRUCTED TO PROVIDE HANDWASHING SIGNAGE AT ALL HANDSINKS (REAR DISHWASHING AREA). | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: BULK FOOD STORAGE CONTAINERS NOT I,2919
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NOTED NO HANDWASHING CLEANSER ON CENTER HANDWASHING STATION BETWEEN BOTH FOOD SERVICE LINES. SOAP PROVIDED DURING INSPECTION. INSTRUCTED TO MAINTAIN. PRIORITY FOUNDATION 7-38-030,2920
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDWASHING CLEANSER AT THE HANDWASHING SINK AT THE BAR. ALL HANDWASHING SINKS MUST BE EQUIPPED WITH HAND-CLEANING LIQUID AT ALL TIMES. INSTRUCTED MANAGER TO PROVIDE.,2921
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HOT WATER AT HAND WASHING SINKS IN PREP AREA(81.8F), BASEMENT BOYS WASHROOM(76.4F), SECOND FLOOR GIRLS AND BOYS WASHROOM(75.2F), THIRD FLOOR GIRLS WASHROOM(75.8F), TH",2922
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO PLUMBED HANDWASHING SINK IN COOKING AREA. MUST INSTALL EXPOSED HANDWASHING SINK WITH HOT AND COLD RUNNING WATER SOAP AND PAPER TOWELS. PRIORITY FOUNDATION VIOLATION 7,2923
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED THE FOLLOWING SINKS NOT MAINTAINED WITH HOT WATER: IMPROPER TEMPERATURE OF HOT WATER OBSERVED AT 1-COMP PREP SINK (66F), 3-COMP DISH SINK (68F), PREP HANDSINK (63F), 2ND",2924
16,"FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: LOW TEMP DISH WASHING MACHINE AT BAR NOT SANITIZING AT FINAL RINSE WHILE MACHINE BEING USED, MACHINE RUNNING ON EMPTY SANITIZER CONTAINER. INSTRUCTED MANAGER TO PROVIDE PROPER SANITIZER CONCENTRA",2925
16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED ICE SHOOT LOCATED INSIDE ICE BIN WITH EXCESSIVE PINK AND BLACK MOLD LIKE SUBSTANCE DRIPPING INTO ICE USED FOR HUMAN CONSUMPTION. INSTRUCTED TO CLEAN AND SANITIZE FOOD CONTACT SURFACES AN,2926
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: FOUND NO CERTIFIED FOOD MANAGER ON SITE WHILE (TCS FOODS) (CHICKEN ETC.) ARE BEING PREPARED AND SERVED TO THE CUSTOMERS. INSTRUCTED PERSON IN CHARGE, A CERTIFIED FOOD MANAGER WITH CITY OF",2927
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED MANAGER WITH An EXPIRED CITY OF CHICAGO FOOD CERTIFICATE ON SITE AT TIME OF INSPECTION. INSTRUCTED CURRENT PERSON IN CHARGE THAT A MANAGER WITH A VALID CITY OF CHICAGO FOOD CERTI,2928
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO ORIGINAL CITY OF CHICAGO FOOD SANITATION MANAGER POSTED ON SITE WHILE TCS FOODS ARE BEING PREPPED AND SERVED (SUCH AS TUNA AND BEEF).INSTRUCTED MUST POST A VALID CITY OF CHICA,2929
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO VALID CITY OF CHICAGO CERTIFIED MANAGER ON DUTY WHILE TCS FOODS ARE BEING PREPARED,HANDLED AND SERVED SUCH AS DELI SANDWICHIES(TURKEY AND HAM), CHICKEN. A CERTIFIED MANAGER MU",2930
22,PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED COLD TCS FOOD STORED AT IMPROPER TEMPERATURE ON PREP TABLE: CHICKEN SALAD 83.6F AND TACO SALAD 72.8F. INSTRUCTED MANAGER TO DISCARD APPROXIMATELY 30LBS AND $15 OF PRODUCE. ALL COLD TCS FOOD MUST M,2931
25,"""CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: FOUND IN-COMPLETE CONSUMER ADVISORY DISCLOSURE AND REMINDER STATEMENT ON THE MENUS.INSTRUCTED TO DISCLOSE WHICH FOODS CAN BE ORDERED """"RAW"""" OR UNDER COOKED AND LINK THOSE FOODS WITH AN AS""",2932
25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: VIRTUAL MENU PROVIDED FOR CUSTOMERS WITH NO CONSUMER ADVISORY. PRINTED CARRY OUT MENU DOES NOT DISCLOSE AND INFORM CONSUMERS THE SPECIFIC MENU ITEMS THAT ARE RAW OR UNDERCOOKED AND A POT,2933
36,THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B) OBSERVED THERMOMETER NEEDED IN WALK-IN COOLER. INSTALL AND MAINTAIN. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: 3-304.14  OBSERVED WIPING CLOTHS ON COOKING LINE AND STORED IMPROPE,2934
36,"THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO AMBIENT AIR THERMOMETER IN THE PREP COOLER ACROSS FROM THE VENTILATION HOOD. INSTRUCTED TO PROVIDE AND MAINTAIN. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 2 LIVE ROACHE",2935
36,THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO METAL STEM FOOD THERMOMETER ON SITE FOR MEASURING THE TEMPERATURES OF HOT AND COLD TCS FOODS. INSTRUCTED MANAGER TO PROVIDE PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED.  | 48. WAREWA,2936
37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-302.12: OBSERVED 2 DRY FOOD STORAGE CONTAINERS WITH NO LABELS AT THE REAR NEAR THE REAR THREE COMPARTMENT SINK. INSTRUCTED TO PROVIDE LABELS ON ALL SAID DRY INGREDIENT CONTAINERS AND MAINTAIN. |,2937
37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED A FEW BULK STORAGE CONTAINER NOT LABEL WITH THE PRODUCT NAME IN THE REAR. MUST LABEL AND MAINTAIN. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED EMPLOYEES (COOKS) WITHOUT PROPER HAIR RE,2938
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: Fly traps mounted in kitchen  above large meat grinder, instructed to remove from food prep area. | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: No hot running water available throu",2939
"(41.81239402355679, -87.64503890814656)",70,2940
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPOXIMATELY 20 RODENT DROPPINGS IN CORNER OF KITCHEN NEAR ENTRANCE TO LUNCHROOM. OBSERVED 200 RODENT DROPPINGS IN DRY STORAGE AREA FLOOR AND SHELVES. OBSERVED APPROXIMATELY 10 DROPPINGS IN",2941
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED THE REAR EXIT DOOR WITH GAP OPENING ALL ACROSS THE BOTTOM.MUST PEST PROOF SAID DOOR TO PREVENT PEST ENTRY AND MAINTAIN. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED EMPLOYEE WITH NO HAIR",2942
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: FOUND ROOFTOP FOOD PREPARATION/COOKING AND UTENSIL WASHING AREA IS NOT COMPLETELY ENCLOSED TO PROTECT FOOD AND UTENSILS FROM THE ELEMENTS, INSECTS/PESTS AND OTHER ENVIRONM",2943
